,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Season
0,Lineups,-203506-1627763-,V. Oladipo - M. Brogdon,1610612754,IND,9,5,4,0.556,32.4,11.7,8.1,9.7,35.3,8.9,8.4,6.8,34.0,2883,2414,1704,1734,1201,12,34,30,2,4947,5001,4885,5018,2020-21
1,Lineups,-1627783-1627832-,P. Siakam - F. VanVleet,1610612761,TOR,47,18,29,0.383,31.6,13.0,8.1,10.3,28.8,9.8,9.4,6.8,28.0,421,830,4871,3212,30,5,32,16,48,4986,5020,4892,4981,2020-21
2,Lineups,-203944-1629628-,J. Randle - R. Barrett,1610612752,NYK,70,39,31,0.557,31.5,10.0,8.4,6.4,29.9,10.1,7.4,7.3,29.5,3,70,4926,1733,1,60,24,202,29,4993,4958,4942,5002,2020-21
3,Lineups,-1627734-1627763-,D. Sabonis - M. Brogdon,1610612754,IND,50,24,26,0.48,31.4,11.1,8.1,9.1,32.2,10.3,8.4,8.6,33.0,329,488,4766,2476,20,28,34,42,11,5003,4999,5003,5014,2020-21
4,Lineups,-1627734-1627747-,D. Sabonis - C. LeVert,1610612754,IND,25,13,12,0.52,30.9,10.5,7.3,10.0,32.7,9.8,8.9,10.0,37.9,1343,1183,3486,1985,301,38,81,22,7,4984,5012,5020,5024,2020-21
5,Lineups,-200782-201935-,P. Tucker - J. Harden,1610612745,HOU,8,2,6,0.25,30.9,12.2,4.6,6.7,32.7,11.9,8.9,10.9,31.9,3021,3361,2314,3951,1370,9,540,176,8,5018,5010,5023,5011,2020-21
6,Lineups,-1626220-1628378-,R. O'Neale - D. Mitchell,1610612762,UTA,52,38,14,0.731,30.6,8.9,9.2,7.7,27.8,10.6,7.4,8.2,32.6,281,84,3738,650,16,124,7,110,67,5011,4957,4989,5012,2020-21
7,Lineups,-201939-203110-,S. Curry - D. Green,1610612744,GSW,58,34,24,0.586,30.4,11.7,6.6,11.0,31.8,11.2,9.0,9.2,28.7,139,155,4671,1565,7,13,160,10,13,5015,5013,5013,4990,2020-21
8,Lineups,-203084-1627741-,H. Barnes - B. Hield,1610612758,SAC,57,25,32,0.439,30.1,10.0,8.4,9.4,33.9,10.4,8.7,7.9,33.3,160,435,4952,2808,9,57,25,38,3,5008,5008,4972,5016,2020-21
9,Lineups,-203468-1626181-,C. McCollum - N. Powell,1610612757,POR,27,15,12,0.556,29.7,10.1,8.0,8.2,28.0,8.4,7.3,8.2,28.7,1217,1034,3486,1734,267,47,39,78,64,4900,4950,4990,4992,2020-21
10,Lineups,-203084-1628368-,H. Barnes - D. Fox,1610612758,SAC,55,24,31,0.436,29.7,10.2,7.5,9.6,33.5,9.5,8.8,7.5,32.9,207,488,4926,2829,15,45,60,33,4,4976,5009,4956,5013,2020-21
11,Lineups,-203078-1628418-,B. Beal - T. Bryant,1610612764,WAS,9,2,7,0.222,29.5,13.7,9.0,6.9,30.2,11.5,7.0,7.5,29.5,2883,3361,2536,4122,1292,2,12,168,25,5016,4926,4957,5000,2020-21
12,Lineups,-1627742-1628366-,B. Ingram - L. Ball,1610612740,NOP,49,21,28,0.429,29.1,8.8,9.0,8.7,31.6,10.6,7.4,8.1,28.0,362,659,4842,2856,38,133,13,60,14,5012,4961,4978,4980,2020-21
13,Lineups,-201142-202681-,K. Durant - K. Irving,1610612751,BKN,27,16,11,0.593,29.0,9.2,6.4,9.9,29.3,9.0,9.7,5.9,29.4,1217,960,3323,1535,289,99,180,23,40,4953,5022,4751,4998,2020-21
14,Lineups,-203914-203999-,G. Harris - N. Jokic,1610612743,DEN,19,11,8,0.579,28.8,11.0,8.5,7.0,32.3,9.5,6.5,7.3,26.0,1748,1382,2781,1602,576,30,19,156,10,4978,4876,4940,4939,2020-21
15,Lineups,-201935-1626174-,J. Harden - C. Wood,1610612745,HOU,7,2,5,0.286,28.8,9.1,3.2,7.4,31.0,10.9,9.4,11.1,30.4,3188,3361,2036,3808,1608,105,1340,125,18,5013,5019,5024,5005,2020-21
16,Lineups,-203999-1627750-,N. Jokic - J. Murray,1610612743,DEN,48,31,17,0.646,28.8,10.8,8.5,7.8,31.4,8.5,6.1,8.1,25.8,386,229,4113,1193,51,33,21,100,16,4915,4797,4987,4935,2020-21
17,Lineups,-202711-1628378-,B. Bogdanovic - D. Mitchell,1610612762,UTA,53,39,14,0.736,28.7,8.1,8.5,7.1,25.9,10.6,7.2,7.8,31.5,260,70,3738,626,26,207,18,153,113,5010,4948,4968,5010,2020-21
18,Lineups,-203506-1627734-,V. Oladipo - D. Sabonis,1610612754,IND,9,5,4,0.556,28.7,10.0,7.2,9.1,30.2,8.0,7.2,6.0,29.5,2883,2414,1704,1734,1325,58,84,42,25,4851,4945,4769,5000,2020-21
19,Lineups,-200768-1628384-,K. Lowry - O. Anunoby,1610612761,TOR,27,9,18,0.333,28.6,11.3,6.6,10.9,23.8,9.8,9.1,5.9,23.6,1217,1654,4220,3429,300,19,157,11,183,4985,5014,4751,4859,2020-21
20,Lineups,-203920-1627832-,K. Birch - F. VanVleet,1610612761,TOR,8,3,5,0.375,28.5,12.4,8.1,8.7,27.1,7.3,6.6,4.6,25.6,3021,3021,2036,3233,1460,8,34,62,78,4764,4891,4435,4930,2020-21
21,Lineups,-1626164-1628969-,D. Booker - M. Bridges,1610612756,PHX,67,48,19,0.716,28.3,9.7,7.8,8.8,28.6,9.0,8.0,7.2,28.3,20,11,4317,716,3,74,50,58,51,4956,4987,4927,4984,2020-21
22,Lineups,-203935-1627759-,M. Smart - J. Brown,1610612738,BOS,40,21,19,0.525,28.3,10.6,7.5,7.9,27.9,10.2,8.0,7.6,26.6,653,659,4317,1957,118,36,59,95,65,5000,4984,4962,4955,2020-21
23,Lineups,-203493-203944-,R. Bullock - J. Randle,1610612752,NYK,65,38,27,0.585,28.2,8.8,6.9,5.4,25.4,8.7,6.8,6.5,26.2,37,84,4812,1573,5,130,120,319,131,4923,4913,4852,4944,2020-21
24,Lineups,-203078-1629060-,B. Beal - R. Hachimura,1610612764,WAS,46,27,19,0.587,28.1,10.6,7.2,6.8,32.8,10.2,7.9,7.2,29.0,449,370,4317,1563,74,35,83,171,6,5002,4981,4925,4994,2020-21
25,Lineups,-203081-203496-,D. Lillard - R. Covington,1610612757,POR,65,39,26,0.6,28.1,9.4,8.7,6.7,25.0,8.5,7.1,8.4,27.1,37,70,4766,1412,6,86,16,179,147,4910,4932,4995,4966,2020-21
26,Lineups,-203954-1627732-,J. Embiid - B. Simmons,1610612755,PHI,42,35,7,0.833,28.1,12.1,7.1,11.1,28.1,8.7,6.3,7.9,26.2,594,135,2536,336,107,10,90,9,61,4926,4856,4975,4943,2020-21
27,Lineups,-202696-203095-,N. Vucevic - E. Fournier,1610612753,ORL,26,12,14,0.462,28.0,7.9,6.3,6.6,24.4,10.3,6.5,7.6,27.9,1274,1268,3738,2609,340,218,197,187,166,5005,4880,4960,4977,2020-21
28,Lineups,-202699-203954-,T. Harris - J. Embiid,1610612755,PHI,43,35,8,0.814,28.0,11.2,6.6,10.4,27.4,9.4,6.5,7.9,26.2,560,135,2781,376,98,21,165,15,71,4972,4883,4973,4945,2020-21
29,Lineups,-1627747-1627763-,C. LeVert - M. Brogdon,1610612754,IND,21,11,10,0.524,27.8,8.6,7.0,9.7,26.7,8.3,8.6,8.5,34.7,1602,1382,3150,1959,510,150,112,28,87,4888,5005,5000,5021,2020-21
30,Lineups,-201142-201935-,K. Durant - J. Harden,1610612751,BKN,11,9,2,0.818,27.8,7.2,7.1,11.4,28.9,9.7,8.7,6.1,26.9,2575,1654,873,367,1150,300,93,8,46,4981,5007,4775,4962,2020-21
31,Lineups,-1628983-1629652-,S. Gilgeous-Alexander - L. Dort,1610612760,OKC,32,14,18,0.438,27.8,8.2,4.4,5.2,25.8,9.2,8.0,5.8,28.5,986,1113,4220,2811,201,181,618,360,116,4967,4983,4741,4986,2020-21
32,Lineups,-202711-1626220-,B. Bogdanovic - R. O'Neale,1610612762,UTA,71,51,20,0.718,27.7,7.7,8.2,7.2,25.6,10.3,6.8,7.0,29.9,1,3,4400,711,2,235,31,141,125,5007,4916,4909,5004,2020-21
33,Lineups,-202330-1626179-,G. Hayward - T. Rozier,1610612766,CHA,42,23,19,0.548,27.7,10.3,7.0,8.8,26.2,10.0,7.6,8.2,28.3,594,538,4317,1806,110,43,112,59,103,4992,4971,4988,4983,2020-21
34,Lineups,-1626157-1630162-,K. Towns - A. Edwards,1610612750,MIN,50,19,31,0.38,27.7,11.0,8.2,7.7,29.0,10.0,8.5,8.7,28.8,329,766,4926,3226,49,29,30,104,45,4991,5004,5005,4993,2020-21
35,Lineups,-1628983-1629647-,S. Gilgeous-Alexander - D. Bazley,1610612760,OKC,30,13,17,0.433,27.6,7.0,4.0,5.3,25.9,9.0,7.4,5.4,29.5,1069,1183,4113,2844,239,342,807,346,115,4957,4956,4662,4999,2020-21
36,Lineups,-1627832-1628384-,F. VanVleet - O. Anunoby,1610612761,TOR,36,15,21,0.417,27.5,11.5,6.2,9.4,23.2,7.7,7.8,5.7,23.0,813,1034,4478,2948,160,16,208,37,208,4823,4976,4719,4842,2020-21
37,Lineups,-202322-1626174-,J. Wall - C. Wood,1610612745,HOU,23,9,14,0.391,27.5,9.6,7.4,8.8,28.5,9.1,9.4,9.6,27.6,1457,1654,3738,3165,444,78,71,57,53,4961,5021,5015,4973,2020-21
38,Lineups,-1627741-1628368-,B. Hield - D. Fox,1610612758,SAC,57,24,33,0.421,27.4,9.5,7.3,9.0,31.6,9.3,8.2,7.1,31.2,160,488,4970,2927,21,83,74,49,15,4971,4998,4920,5009,2020-21
39,Lineups,-202322-203482-,J. Wall - K. Olynyk,1610612745,HOU,10,2,8,0.2,27.4,9.6,9.2,8.4,32.0,9.6,8.4,9.5,29.4,2729,3361,2781,4184,1252,76,6,75,12,4979,5000,5014,4997,2020-21
40,Lineups,-200768-1627783-,K. Lowry - P. Siakam,1610612761,TOR,38,13,25,0.342,27.4,11.8,7.1,9.4,25.3,8.8,8.6,6.5,23.8,722,1183,4721,3424,145,11,107,39,138,4939,5006,4842,4868,2020-21
41,Lineups,-203076-203471-,A. Davis - D. Schroder,1610612747,LAL,30,20,10,0.667,27.3,9.3,8.5,8.5,30.9,8.6,6.6,7.3,28.0,1069,713,3150,927,247,92,20,69,19,4918,4891,4946,4979,2020-21
42,Lineups,-201935-203925-,J. Harden - J. Harris,1610612751,BKN,34,27,7,0.794,27.3,8.1,7.2,8.5,29.3,8.8,7.4,7.1,26.6,892,370,2536,441,184,189,88,71,41,4938,4962,4911,4954,2020-21
43,Lineups,-1626174-1629645-,C. Wood - K. Porter Jr.,1610612745,HOU,19,3,16,0.158,27.2,8.7,7.9,5.9,30.1,12.4,6.5,10.5,28.6,1748,3021,4005,4348,616,136,45,255,27,5022,4884,5022,4989,2020-21
44,Lineups,-201144-203497-,M. Conley - R. Gobert,1610612762,UTA,51,37,14,0.725,27.2,8.8,7.3,7.2,24.8,8.4,6.5,6.8,24.6,302,99,3738,680,47,134,75,133,156,4903,4887,4891,4900,2020-21
45,Lineups,-203552-203954-,S. Curry - J. Embiid,1610612755,PHI,42,33,9,0.786,27.2,11.7,6.9,10.4,28.0,8.4,6.3,7.4,25.0,594,183,2980,448,115,14,124,14,63,4894,4847,4948,4912,2020-21
46,Lineups,-203115-203999-,W. Barton - N. Jokic,1610612743,DEN,56,37,19,0.661,27.2,10.0,8.1,7.6,31.4,8.4,6.2,8.3,25.9,184,99,4317,1127,25,59,33,111,16,4891,4842,4993,4936,2020-21
47,Lineups,-1626167-1627763-,M. Turner - M. Brogdon,1610612754,IND,43,21,22,0.488,27.0,8.9,6.6,7.8,27.3,8.7,7.1,6.5,26.6,560,659,4551,2431,111,128,165,98,74,4927,4941,4841,4956,2020-21
48,Lineups,-202699-1627732-,T. Harris - B. Simmons,1610612755,PHI,53,38,15,0.717,27.0,10.5,6.5,9.6,26.0,9.4,6.3,8.6,26.0,260,84,3874,714,36,39,171,34,111,4975,4860,5002,4941,2020-21
49,Lineups,-203081-1626181-,D. Lillard - N. Powell,1610612757,POR,23,13,10,0.565,26.9,9.3,6.9,7.7,26.4,9.1,6.5,8.4,25.1,1457,1183,3150,1691,460,95,118,109,95,4961,4882,4996,4914,2020-21
50,Lineups,-1628969-1629028-,M. Bridges - D. Ayton,1610612756,PHX,69,48,21,0.696,26.9,8.6,7.2,8.1,27.0,8.6,7.6,7.0,26.4,9,11,4478,832,4,147,89,90,79,4919,4969,4906,4953,2020-21
51,Lineups,-202696-1628365-,N. Vucevic - M. Fultz,1610612753,ORL,8,6,2,0.75,26.9,7.6,6.2,6.6,27.9,9.0,6.5,5.4,29.1,3021,2171,873,499,1528,252,209,187,66,4954,4878,4665,4996,2020-21
52,Lineups,-203500-1627742-,S. Adams - B. Ingram,1610612740,NOP,54,25,29,0.463,26.9,7.0,8.3,7.3,29.5,9.9,7.1,7.2,25.5,230,435,4871,2605,34,344,26,132,35,4987,4931,4931,4928,2020-21
53,Lineups,-203999-1629008-,N. Jokic - M. Porter Jr.,1610612743,DEN,61,40,21,0.656,26.8,9.9,7.8,7.9,30.3,8.4,6.4,7.4,25.3,84,54,4478,1148,14,63,49,93,24,4896,4862,4952,4922,2020-21
54,Lineups,-1627783-1629018-,P. Siakam - G. Trent Jr.,1610612761,TOR,14,3,11,0.214,26.8,10.3,8.0,7.5,25.8,6.5,9.1,5.6,27.5,2211,3021,3323,4160,934,41,38,118,119,4615,5014,4683,4972,2020-21
55,Lineups,-200782-203506-,P. Tucker - V. Oladipo,1610612745,HOU,15,5,10,0.333,26.7,12.6,4.7,5.8,24.0,7.4,6.8,8.6,23.6,2091,2414,3150,3429,846,7,498,268,175,4772,4911,5001,4861,2020-21
56,Lineups,-1626157-1627736-,K. Towns - M. Beasley,1610612750,MIN,17,4,13,0.235,26.6,9.1,8.0,6.1,24.8,9.2,7.9,8.5,28.7,1892,2667,3614,4092,732,115,42,229,157,4968,4978,4999,4991,2020-21
57,Lineups,-202689-1627759-,K. Walker - J. Brown,1610612738,BOS,33,17,16,0.515,26.6,9.6,7.6,7.3,26.6,8.7,8.0,6.6,23.6,935,901,4005,2002,209,80,55,129,91,4930,4985,4863,4861,2020-21
58,Lineups,-1626158-1628368-,R. Holmes - D. Fox,1610612758,SAC,49,22,27,0.449,26.5,8.5,6.7,8.2,29.6,8.3,7.5,6.7,29.0,362,595,4812,2722,72,157,143,80,33,4881,4964,4871,4995,2020-21
59,Lineups,-201935-202681-,J. Harden - K. Irving,1610612751,BKN,27,22,5,0.815,26.4,8.6,6.9,8.4,29.3,9.0,7.9,6.6,26.8,1217,595,2036,375,356,145,116,73,42,4955,4979,4854,4960,2020-21
60,Lineups,-203552-1627732-,S. Curry - B. Simmons,1610612755,PHI,49,35,14,0.714,26.4,10.9,6.3,9.7,26.3,8.7,6.2,8.5,25.5,362,135,3738,717,73,32,198,29,101,4928,4839,4998,4927,2020-21
61,Lineups,-201933-203924-,B. Griffin - J. Grant,1610612765,DET,20,6,14,0.3,26.3,9.8,7.3,4.1,24.6,6.8,7.3,6.0,25.0,1673,2171,3738,3741,605,68,77,645,161,4666,4951,4774,4911,2020-21
62,Lineups,-1626164-1629028-,D. Booker - D. Ayton,1610612756,PHX,65,46,19,0.708,26.3,8.5,7.2,7.7,26.8,8.7,7.7,6.9,26.4,37,20,4317,775,10,158,87,108,84,4933,4974,4896,4951,2020-21
63,Lineups,-1629636-1630171-,D. Garland - I. Okoro,1610612739,CLE,50,16,34,0.32,26.2,8.2,6.6,6.4,28.5,9.3,6.0,6.1,28.2,329,960,4985,3669,66,180,151,203,55,4970,4791,4801,4982,2020-21
64,Lineups,-203084-1626158-,H. Barnes - R. Holmes,1610612758,SAC,51,23,28,0.451,26.2,8.7,6.8,8.0,29.9,7.8,7.4,6.9,28.6,302,538,4842,2702,61,142,134,92,31,4826,4959,4898,4988,2020-21
65,Lineups,-201935-202322-,J. Harden - J. Wall,1610612745,HOU,6,2,4,0.333,26.2,7.9,3.7,6.1,29.4,10.5,9.1,9.8,27.4,3350,3361,1704,3429,1871,214,965,235,38,5009,5014,5018,4970,2020-21
66,Lineups,-203920-1628384-,K. Birch - O. Anunoby,1610612761,TOR,8,3,5,0.375,26.2,11.3,6.8,8.6,26.6,6.7,5.3,3.4,22.5,3021,3021,2036,3233,1558,20,129,66,90,4656,4665,3953,4823,2020-21
67,Lineups,-204001-1627827-,K. Porzingis - D. Finney-Smith,1610612742,DAL,33,21,12,0.636,26.2,6.9,6.8,5.6,24.0,8.0,6.7,7.6,24.1,935,659,3486,1228,217,352,125,299,177,4853,4907,4958,4880,2020-21
68,Lineups,-201588-1628983-,G. Hill - S. Gilgeous-Alexander,1610612760,OKC,14,6,8,0.429,26.1,7.5,3.5,4.6,25.6,8.4,7.8,5.2,25.2,2211,2171,2781,2856,961,259,1128,496,124,4897,4977,4611,4918,2020-21
69,Lineups,-201980-203954-,D. Green - J. Embiid,1610612755,PHI,49,37,12,0.755,26.0,9.9,6.9,10.2,24.9,9.0,6.2,7.5,24.8,362,99,3486,498,83,61,119,17,151,4959,4843,4955,4901,2020-21
70,Lineups,-203914-1627750-,G. Harris - J. Murray,1610612743,DEN,18,11,7,0.611,26.0,9.3,7.9,5.7,27.7,7.9,5.9,6.1,23.2,1818,1382,2536,1362,694,89,46,276,68,4847,4779,4775,4846,2020-21
71,Lineups,-203924-1626153-,J. Grant - D. Wright,1610612765,DET,36,10,26,0.278,26.0,9.3,7.0,4.5,24.8,8.4,7.2,6.2,26.4,813,1502,4766,3877,182,93,114,521,158,4904,4945,4814,4952,2020-21
72,Lineups,-203496-1626181-,R. Covington - N. Powell,1610612757,POR,27,15,12,0.556,26.0,8.7,7.0,7.6,25.4,7.9,6.6,8.0,25.4,1217,1034,3486,1734,369,137,110,115,133,4844,4899,4977,4924,2020-21
73,Lineups,-1628381-1629027-,J. Collins - T. Young,1610612737,ATL,57,32,25,0.561,25.9,8.1,8.9,6.1,29.4,8.4,7.3,6.7,27.1,160,205,4721,1713,31,211,14,234,37,4904,4954,4879,4964,2020-21
74,Lineups,-1628389-1629130-,B. Adebayo - D. Robinson,1610612748,MIA,64,34,30,0.531,25.8,10.1,5.1,6.1,23.7,8.7,6.2,5.7,22.5,48,155,4900,1924,13,55,444,231,187,4932,4834,4706,4823,2020-21
75,Lineups,-202339-1627742-,E. Bledsoe - B. Ingram,1610612740,NOP,60,29,31,0.483,25.8,7.5,7.6,7.4,28.4,9.6,6.6,7.1,25.2,96,286,4926,2458,22,263,57,123,56,4979,4891,4922,4917,2020-21
76,Lineups,-203493-1629628-,R. Bullock - R. Barrett,1610612752,NYK,65,38,27,0.585,25.8,8.1,6.7,5.2,23.7,7.9,6.2,6.4,24.6,37,84,4812,1573,12,190,144,356,188,4837,4832,4838,4898,2020-21
77,Lineups,-201143-201588-,A. Horford - G. Hill,1610612760,OKC,9,5,4,0.556,25.7,5.9,3.7,4.3,22.7,6.3,6.2,5.3,24.3,2883,2414,1704,1734,1442,560,965,586,220,4568,4836,4629,4885,2020-21
78,Lineups,-1627783-1628384-,P. Siakam - O. Anunoby,1610612761,TOR,38,14,24,0.368,25.7,10.2,6.2,8.6,22.9,7.9,8.0,5.4,22.6,722,1113,4671,3297,165,46,203,66,211,4845,4986,4663,4828,2020-21
79,Lineups,-201566-203078-,R. Westbrook - B. Beal,1610612764,WAS,53,28,25,0.528,25.7,10.3,6.8,7.1,29.6,8.9,7.6,5.4,25.8,260,329,4721,1941,58,44,127,153,34,4946,4966,4667,4933,2020-21
80,Lineups,-202699-203552-,T. Harris - S. Curry,1610612755,PHI,53,37,16,0.698,25.7,10.3,6.6,8.9,25.3,8.7,6.1,7.7,24.3,260,99,4005,824,54,42,167,52,135,4925,4830,4963,4885,2020-21
81,Lineups,-200768-203920-,K. Lowry - K. Birch,1610612761,TOR,7,3,4,0.429,25.6,9.1,6.7,8.3,24.9,8.4,6.7,4.9,24.6,3188,3021,1704,2856,1737,105,149,77,154,4897,4905,4542,4897,2020-21
82,Lineups,-1626158-1627741-,R. Holmes - B. Hield,1610612758,SAC,60,29,31,0.483,25.6,8.8,6.8,8.0,29.2,8.5,7.5,7.0,28.5,96,286,4926,2458,24,131,136,91,43,4907,4963,4903,4987,2020-21
83,Lineups,-1629647-1629652-,D. Bazley - L. Dort,1610612760,OKC,46,16,30,0.348,25.5,6.7,4.8,5.1,24.1,9.2,7.0,6.2,26.0,449,960,4900,3406,109,378,482,374,173,4964,4929,4812,4940,2020-21
84,Lineups,-201980-1627732-,D. Green - B. Simmons,1610612755,PHI,56,40,16,0.714,25.5,9.8,6.5,9.5,24.2,8.9,5.9,7.9,25.0,184,54,4005,717,37,72,172,36,170,4945,4786,4974,4910,2020-21
85,Lineups,-203200-1627734-,J. Holiday - D. Sabonis,1610612754,IND,62,29,33,0.468,25.5,9.9,6.1,7.7,27.1,8.4,6.9,7.4,27.9,78,286,4970,2570,18,66,219,105,77,4895,4919,4947,4976,2020-21
86,Lineups,-202322-203506-,J. Wall - V. Oladipo,1610612745,HOU,12,4,8,0.333,25.5,10.6,3.7,7.2,20.4,6.8,7.6,6.6,22.0,2453,2667,2781,3429,1145,37,965,140,304,4676,4967,4855,4798,2020-21
87,Lineups,-202696-203897-,N. Vucevic - Z. LaVine,1610612741,CHI,15,7,8,0.467,25.5,5.9,6.7,6.1,26.3,8.8,7.2,6.4,27.2,2091,1980,2781,2571,906,531,144,235,96,4936,4943,4835,4967,2020-21
88,Lineups,-203932-203999-,A. Gordon - N. Jokic,1610612743,DEN,25,19,6,0.76,25.4,8.7,8.0,8.1,29.9,8.5,6.7,7.4,24.1,1343,766,2314,491,439,141,40,83,28,4913,4910,4951,4876,2020-21
89,Lineups,-201143-1628983-,A. Horford - S. Gilgeous-Alexander,1610612760,OKC,20,9,11,0.45,25.4,6.2,3.5,4.0,20.5,7.5,5.5,5.5,24.3,1673,1654,3323,2703,628,474,1063,715,302,4791,4691,4675,4885,2020-21
90,Lineups,-203468-203496-,C. McCollum - R. Covington,1610612757,POR,47,28,19,0.596,25.4,8.8,7.2,7.0,22.3,7.1,6.8,7.3,25.1,421,329,4317,1518,101,135,85,155,239,4739,4912,4941,4916,2020-21
91,Lineups,-201588-1629652-,G. Hill - L. Dort,1610612760,OKC,14,6,8,0.429,25.4,7.5,3.5,4.6,25.5,8.0,7.9,4.8,24.5,2211,2171,2781,2856,983,259,1128,496,129,4849,4980,4522,4891,2020-21
92,Lineups,-203920-1627783-,K. Birch - P. Siakam,1610612761,TOR,13,4,9,0.308,25.4,9.4,7.0,7.4,24.0,8.7,6.4,6.4,24.6,2319,2667,2980,3701,1068,86,111,124,178,4923,4866,4833,4898,2020-21
93,Lineups,-200768-1627832-,K. Lowry - F. VanVleet,1610612761,TOR,38,14,24,0.368,25.3,11.3,6.3,9.1,22.7,7.7,7.3,4.7,20.4,722,1113,4671,3297,173,17,192,48,223,4817,4954,4475,4723,2020-21
94,Lineups,-1627827-1629029-,D. Finney-Smith - L. Doncic,1610612742,DAL,55,35,20,0.636,25.2,8.3,6.8,5.5,23.5,8.1,6.9,7.2,24.5,207,135,4400,1228,48,169,130,300,192,4858,4923,4935,4893,2020-21
95,Lineups,-203081-203468-,D. Lillard - C. McCollum,1610612757,POR,43,26,17,0.605,25.2,8.7,7.1,7.2,22.8,7.3,6.2,7.1,23.7,560,403,4113,1403,130,138,92,136,219,4761,4838,4921,4865,2020-21
96,Lineups,-203944-1629011-,J. Randle - M. Robinson,1610612752,NYK,29,13,16,0.448,25.2,6.6,8.4,3.4,26.1,9.3,4.7,5.6,21.5,1122,1183,4005,2726,332,409,22,950,107,4969,4486,4692,4772,2020-21
97,Lineups,-201142-203925-,K. Durant - J. Harris,1610612751,BKN,32,20,12,0.625,25.2,7.8,5.5,8.4,25.6,7.3,8.1,4.8,25.7,986,713,3486,1286,263,227,334,76,121,4759,4988,4520,4932,2020-21
98,Lineups,-202681-203925-,K. Irving - J. Harris,1610612751,BKN,52,34,18,0.654,25.2,8.6,6.7,7.8,26.9,7.6,7.9,6.0,25.4,281,155,4220,1152,67,144,147,99,80,4804,4982,4773,4925,2020-21
99,Lineups,-201566-1629060-,R. Westbrook - R. Hachimura,1610612764,WAS,51,25,26,0.49,25.2,9.3,5.8,6.7,28.2,8.8,7.1,6.2,26.3,302,435,4766,2423,77,90,286,178,60,4941,4934,4809,4947,2020-21
100,Lineups,-201939-203952-,S. Curry - A. Wiggins,1610612744,GSW,63,37,26,0.587,25.2,9.2,5.7,8.9,25.4,9.7,7.7,7.8,24.3,64,99,4766,1561,17,102,298,53,132,4982,4972,4970,4884,2020-21
101,Lineups,-203115-1627750-,W. Barton - J. Murray,1610612743,DEN,45,30,15,0.667,25.2,9.8,7.5,7.0,28.2,7.5,5.7,7.6,23.3,482,251,3874,927,117,67,61,159,58,4790,4741,4959,4851,2020-21
102,Lineups,-203991-1629027-,C. Capela - T. Young,1610612737,ATL,56,30,26,0.536,25.1,7.7,8.2,5.8,28.7,7.8,7.0,6.0,25.9,184,251,4766,1894,41,243,28,263,50,4833,4928,4765,4937,2020-21
103,Lineups,-1627759-1628369-,J. Brown - J. Tatum,1610612738,BOS,51,28,23,0.549,25.1,9.1,7.6,6.9,26.1,8.0,5.9,6.0,22.1,302,329,4617,1798,79,115,54,162,105,4850,4783,4768,4803,2020-21
104,Lineups,-203200-1627763-,J. Holiday - M. Brogdon,1610612754,IND,56,27,29,0.482,25.1,9.2,6.4,7.6,26.3,8.1,6.8,6.6,27.3,184,370,4871,2468,42,103,179,117,100,4861,4915,4864,4968,2020-21
105,Lineups,-203076-203484-,A. Davis - K. Caldwell-Pope,1610612747,LAL,32,21,11,0.656,25.0,9.4,7.4,8.5,26.3,7.7,5.5,7.1,25.5,986,659,3323,1145,268,84,69,72,102,4819,4711,4910,4929,2020-21
106,Lineups,-203083-1626204-,A. Drummond - L. Nance Jr.,1610612739,CLE,18,8,10,0.444,25.0,11.0,6.2,8.7,30.5,10.0,4.3,7.7,22.3,1818,1806,3150,2736,737,31,201,64,21,4989,4324,4966,4812,2020-21
107,Lineups,-1628415-1629630-,D. Brooks - J. Morant,1610612763,MEM,59,32,27,0.542,24.9,9.9,7.9,10.5,30.6,8.3,6.5,6.8,25.6,114,205,4812,1860,32,65,47,12,20,4884,4881,4893,4931,2020-21
108,Lineups,-203110-203952-,D. Green - A. Wiggins,1610612744,GSW,63,35,28,0.556,24.9,9.1,5.5,8.7,24.9,9.5,7.6,7.5,24.1,64,135,4842,1734,19,104,339,64,152,4977,4970,4953,4874,2020-21
109,Lineups,-203506-1626174-,V. Oladipo - C. Wood,1610612745,HOU,8,3,5,0.375,24.9,11.1,6.5,9.1,26.8,8.6,7.7,5.7,22.8,3021,3021,2036,3233,1623,22,174,42,83,4920,4975,4712,4834,2020-21
110,Lineups,-201143-1629647-,A. Horford - D. Bazley,1610612760,OKC,24,10,14,0.417,24.8,7.0,3.9,4.6,21.5,7.6,5.7,5.6,23.7,1405,1502,3738,2948,502,339,840,494,269,4805,4753,4683,4866,2020-21
